Require_num,Job_description
招10人,大专以上的学历，专业不限，心理学、金融、财经及市场营销类专业优先，有相关实习经历、能力突出者优先；2.具有良好的沟通影响力、团队合作力和自我激励能力；3.工作积极，绝对的能吃苦耐劳，有高度的责任心和职业操守；二、岗位职责1.负责对公司孤单客户资源保险及财务状况进行分析，为其做各项投资理财规划及风险保障规划；2.组织并策划高级金融服务活动，对接高端客户市场；3.负责各项区域宣传及客户经营活动，维护客户关系；4.团队管理，负责创建、培训、挂你综合理财服务团队。职位待遇：1、基本工资2400+服务津贴（700-2300）+业务佣金+管理津贴，10%员工薪资12000---16000；50%员工薪资9000-13000；40%员工薪资6000--8000月均6500-12000元及以上综合年薪10-15万（应届毕业生、实习生可享受大学生留汉计划）：参加公司宣讲会面试，入职培训且结业考试合格，通过公司入职面试签订保底年薪合同。2、享受日薪、周薪、月薪公开透明，下有保底上不封顶的特有薪酬结构；3、正式入职以后福利保障按照央企标准正常享有“五险一金”，包括高额意外、医疗、养老等商业保险保障；4、公开透明的晋升机制，一年4次，每个季度1次晋升机会，达成标准即可晋升。无工龄限制，无晋升名额限制。1、度假基金：“蓝海行动星计划”新人入职成为公司的正式员工就有机会享受5天年假旅游基金，包括海外旅游和国内品质游；2、发展基金：远航计划--加勒比号”新人入司满一年以上即可享受国寿广发购车和购房贷款专项发展基金；3、进修基金：蓝海行动星计划”新人入司后，经公司评定为卓越的新人即可获得德鲁克国际商学院进修的机会；
招3人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、有幼儿教师资格证5、英语口语流利6、热爱教育事业，工作积极主动、责任心强。
招10人,工作内容：在小学内，陪同自闭障碍的孩子上课并及时进行干预，帮助孩子逐渐融入小学课堂环境。职位要求：1.具有心理学背景或特教行业经验2.每周可至少工作两日或以上3.有足够耐心，能够理解帮助孩子4.无不良嗜好5.能够尊重特殊孩子6.较好有英语基础工作时间：每周工作两天或以上你的收获：1.心理督导和特教督导双重专业指导，专业能力与个人心理双重成长2.见证孩子的成长与改变3.优先及优惠的心理学与特教方面的专业培训4.个人心理学领域职业发展的多重机会薪资:日薪；交通、餐饮等津贴；绩效奖金；成长培训，团队建设福利.
招10人,工作内容：负责学院招生工作职位要求：1、善于与人交流，口齿伶俐，表达清晰，气质优雅；有较强的沟通及商务谈判能力；2、教育学或心理学专业者、或有实际教育产品营销经验；较好具有一定的教学经验、教育咨询经验或销售行业经验者；相关福利：1、五险一金2、包住五险一金、带薪年假、公费旅游。。。工作时间：做五休二，早9：00-17：30
招2人,职位要求：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、富有爱心、耐心和责任心以及良好的师德，热爱教育事业。4、具有一定的文艺表演能力，普通话标准，口齿伶俐；5、工作积极主动，勤奋好学踏实。工作时间：周一至周五8：00-17：00
招3人,v男女不限，年龄18-32岁，有轮滑或销售经验者优先（应届毕业生亦可）。v有亲和力好，性格开朗，责任心比较强，有服务和团队精神。v热心服务，喜欢小朋友，懂少儿心理学尤佳。v优秀应届毕业生亦可（可先实习，考核后转正正式工）以上岗位转正后底薪提升+丰厚提成，并可享受公司提供的免费住宿及各种福利。工作时间（一）：周一至周五（16：00-21：00）；周二轮休；周末（9：30-21：00）
招若干人,招聘幼儿园老师任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑3、具有一定的管理经验，亲和力强：4、熟悉儿童生活习性，了解儿童心理：5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。7、可直接电话联系面试，不必投简历。
招5人,"【招聘条件】1、年龄20~45，大专及以上学历。在大学里担任干部以及心理学、管理学、金融学专业毕业者优先；教师、导游、退伍军人、个体户优先。2、具有良好的语言表达能力，良好的沟通协调能力，思路清晰，极强的适应力，较强的学习能力，绝对的执行力，具有前瞻性思维，战略性眼光和团队管理能力；3、敬业、执着，有较强的市场开拓能力和创新能力；4、做好客户的售后服务工作，发现客户的保险需求，给客户完善保险体系，做出适合客户的个性化保险方案岗位职责：1、入职后接受中国人寿教育培训部统一培训（保险知识，售后服务，销售技巧等）；2、根据客户的要求，为其提供专业的保险知识咨询和服务；3、负责推荐保险种类及相关理财产品，并制定个性化的家庭保险方案；4、需定期接受专业保险业务辅导、培训和讲座，提升专业化技能水平；5、负责参保客户的后续客户服务工作(提醒续保，更改投保人，添加受益人，更改联系方式等等）。6.参与公司规章制度、营销方案及招聘计划等的制定和实施，监督并反馈执行情况；7.接受公司提供的定期培训，深入了解保险行业，提高理财规划能力以及基本的演讲能力，逐步走向管理层。【薪资待遇】1、试用期（3个月）接受国寿重金打造的“摩天轮”训练，全面了解保险行业，快速提升专业素质，同时还有丰厚的奖励方案。正式签约后薪资：培训津贴+伯乐奖+业绩提成+团队建设基金+养老医疗保险+竞赛奖励+海内外旅游2、转正后增加：底薪+团队管理津贴+干部表彰会+参加全国华人保险大会+进入明星俱乐部高级会员。3、工作时间9：00--17：00，享受双休、法定节假日。4、终身享受中国人寿保险公司一流的国际化专业销售、管理等各项培训及高额的团体意外、医疗商业保险等保障。5、完善的经理人职涯规划，建立三高团队(高品质,高素质,高绩效),打造年利润在百万甚至千万永续经营的团队。;公开,透明的晋升制度:通畅快速的晋升渠道,人人机会均等.;晋升之路：实习生——收展员——筹备组经理——组经理——部经理——区经理……6、舒适的办公环境+持续的培训提升+公开公正的晋升渠道7、为年轻人搭建了广阔的事业发展平台，心有多大，舞台就有多大，历史蕴含价值，光荣成就未来，期待志存高远的朋友和国寿共同成长，在国寿这个大舞台上绽放华彩。"
招2人,任职要求：1、幼师专业学历以上（学前教育、心理学、教育学、汉语言文学、等相关专业；综合条件优秀者可适当放宽年龄或学历要求）2、善于调动课堂气氛，能够激发学生的学习热情3、亲和力强、微笑、温和、耐心、细致、灵敏及高度的责任心；4、较强的学习能力与领悟力，较好的综合素质，有个人事业追求与目标推动；5、富有朝气和活力，身体健康，形象气质良好，男女不限。岗位职责：1、深入了解学员情况，制定有效的学习计划；2、高质量的完成课程的教授；3、教学用具的维护和管理；4、品牌形象的传递。二、助教任职要求：1、有亲和力，口齿伶俐，普通话标准，能主动与客户交流；2、热爱儿童教育事业，热爱孩子；3、有特长者优先；4、具有相关教育行业工作经验者优先；5、接受有志从事幼儿教育事业的应届毕业生，公司提供培训；
招5人,工作内容：社工学历要求：社会工作、社会学、心理学、教育学、法学等专业，本科及以上学历。岗位职责：1、根据服务对象的需求开展个案、小组及组织策划主题活动、大型活动等；2、收集、整理、分析，跟踪记录服务过程，提供服务建议，资料归档；3、统筹整个项目，定期进行项目总结及汇报；4、参与机构公益宣传活动的策划、组织、宣传等工作。条件：1、持有社工证，年龄35岁之前。2、热爱社会工作，身体健康，遵纪守法，品行端正，有良好的团队精神与团队协作能力;3、具有良好的语言表达能力、分析判断能力、沟通能力和社会交往能力，能吃苦耐劳；4、本科及以上学历，具有社会工作师助理(及以上)资格证书或心理咨询师助理(及以上)资格证书，有一定社会工作经验者优先；5、具有残障康复服务、妇女儿童服务、志愿者队伍建设等社会工作经验者优先考虑；6、具有开展活动、小组、个案经验者与相关文书经验者优先录用。有意者电话联系或者发送简历至邮箱。工作时间：周一至周五
招3人,职位描述：1、心理学、教育学等相关专业，有心理咨询和心理辅导经验者优先。2、热爱心理学工作，有良好的服务意识和诚实可靠的职业操守，有较强的亲和力、反应灵活，判断及表达能力强。3、熟悉中小学生、幼儿园孩子的生活及学习特点，善于与学生进行良好的沟通交流。工作地址曹安路1877号曹安国际商城7楼（普陀区与嘉定区交界处，近中环百联）
招2人,岗位职责：1、美术专业；2、有一定教学经验；3、有美术教师资格证优先考虑；4、专科及以上学历，心理学、幼儿教育等相关专业；5、具有2年以上幼教教学经验，熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招1人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强
招若干人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关2、具有2年以上幼教教学经验者3、具有一定的教学经验，亲和力强4、熟悉儿童生活习性，了解儿童心理5、具有一定的文艺表演能力，普通话标准，沟通能力强6、热爱教育事业，工作积极主动、责任心强7、具有专业的特长如：舞蹈，美术，英语，环创，钢琴，从事多年幼师优先
招若干人,残联定点康复机构，诚招孤独症特教老师。幼教、心理学、特教等专业。有爱心、有责任心、有耐心，愿意全身心投入特教事业。男女不限，有相关工作经验优先。
招4人,任职资格：1、大专及以上学历，有国学教育经验优先；2、能正常使用办公软件和互联网的使用技巧；3、具备教育心理学知识，较强的授课能力；4、具有较强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。
招10人,福利待遇：1、无责任底薪+阶梯式提成（业绩越高，对应的提成点越高）平均薪资8000-15000元月2、带薪系统培训（行业动态+面销技巧+心理学知识）3、舒适的工作环境，快乐的工作氛围，丰富的趣味性活动。4、每年一次旅游活动，丰富的下午茶，月生日会和团建活动。一、岗位职责：1、负责高端婚恋产品的推广。2、挖掘会员需求，制定与之匹配的婚恋方案。3、联络跟进客户，维护良好的客户关系。4、顺利完成个人业务指标。5、完成上级交给的其他任务。二、任职要求：1、23至35岁，大专以上学历。2、形象，气质佳，情商高，善于挖掘会员内心的情感需求。3、热情开朗，乐于助人，热爱婚恋工作。4、具备销售经验，有顾问式销售经验优先。5、能承受一定的工作压力。三、晋升空间高端红娘-金牌红娘-红娘经理-店长-股东工作地址上饶市信州区万达广场三号楼27楼2725-2728室
